层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%
1.2.哥斯达黎加.1,iOS DAU,410.714286,396.571429,422.142857,403.571429,413.142857,427.285714,411.142857,420.142857,14.142857,3.566282
1.2.哥斯达黎加.2,Android DAU,206.142857,199.428571,207.142857,202.142857,196.714286,201.0,198.0,196.714286,6.714286,3.366762
1.2.喀麦隆,喀麦隆 DAU,190.142857,187.285714,184.714286,195.714286,207.142857,208.857143,216.571429,200.857143,2.857143,1.525553
1.2.喀麦隆.1,iOS DAU,146.285714,146.0,142.857143,152.714286,157.0,164.714286,166.285714,153.0,0.285714,0.195695
1.2.喀麦隆.2,Android DAU,43.857143,41.285714,41.857143,43.0,50.142857,44.142857,50.285714,47.857143,2.571429,6.228374
1.2.图瓦卢,图瓦卢 DAU,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
1.2.图瓦卢.1,iOS DAU,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
1.2.图瓦卢.2,Android DAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2.土库曼斯坦,土库曼斯坦 DAU,8.571429,10.0,9.285714,8.571429,19.0,23.142857,15.857143,8.428571,-1.428571,-14.285714
1.2.土库曼斯坦.1,iOS DAU,3.0,2.5,2.714286,2.8,3.857143,4.142857,5.285714,3.0,0.5,20.0
1.2.土库曼斯坦.2,Android DAU,5.571429,7.857143,6.571429,6.571429,15.142857,19.0,10.571429,5.857143,-2.285714,-29.090909
1.2.土耳其,土耳其 DAU,10640.142857,10444.0,10387.571429,10154.142857,10166.571429,9994.428571,11234.142857,8856.714286,196.142857,1.878043
1.2.土耳其.1,iOS DAU,6799.857143,6689.857143,6754.142857,6671.714286,6605.714286,6481.714286,7410.0,5809.142857,110.0,1.64428
1.2.土耳其.2,Android DAU,3840.285714,3754.142857,3633.428571,3482.428571,3560.857143,3512.714286,3824.142857,3047.571429,86.142857,2.294608
1.2.圣卢西亚,圣卢西亚 DAU,58.285714,50.428571,40.857143,44.428571,51.857143,48.0,51.285714,44.142857,7.857143,15.580737
1.2.圣卢西亚.1,iOS DAU,45.0,36.428571,31.428571,33.714286,38.857143,37.857143,38.142857,31.428571,8.571429,23.529412
1.2.圣卢西亚.2,Android DAU,13.285714,14.0,9.428571,10.714286,13.0,10.142857,13.142857,12.714286,-0.714286,-5.102041
1.2.圣基茨和尼维斯,圣基茨和尼维斯 DAU,14.285714,11.857143,14.428571,6.285714,8.142857,10.714286,13.285714,11.571429,2.428571,20.481928
1.2.圣基茨和尼维斯.1,iOS DAU,10.0,9.142857,11.857143,5.285714,6.571429,9.428571,10.142857,8.571429,0.857143,9.375
