渠道自然,国家,日期,平台,新老,MAU
non-Organic,希腊,2026-03-01,iOS,New,39.0
整体,黑山,2025-10-01,整体,New,466.0
整体,摩洛哥,2025-10-01,iOS,New,851.0
整体,伯利兹,2025-10-01,整体,New,72.0
Organic,巴基斯坦,2025-10-01,iOS,New,1512.0
non-Organic,肯尼亚,2026-06-01,整体,New,49.0
Organic,塞舌尔,2026-06-01,Android,New,6.0
整体,马提尼克岛,2026-06-01,Android,New,5.0
整体,奥地利,2026-06-01,Android,New,231.0
non-Organic,阿尔巴尼亚,2025-08-01,Android,New,21.0
Organic,刚果民主共和国,2025-08-01,Android,New,493.0
Organic,格陵兰,2025-12-01,整体,New,3.0
non-Organic,白俄罗斯,2025-12-01,整体,New,526.0
Organic,特克斯和凯科斯群岛,2025-12-01,整体,New,34.0
Organic,刚果共和国,2025-11-01,iOS,New,48.0
non-Organic,黑山,2025-11-01,整体,New,14.0
整体,马提尼克岛,2025-11-01,iOS,New,12.0
整体,美属维尔京群岛,2026-04-01,iOS,New,41.0
整体,黑山,2026-04-01,iOS,New,411.0
Organic,黑山,2026-04-01,iOS,New,403.0
non-Organic,吉尔吉斯斯坦,2026-01-01,整体,New,109.0
Organic,哥斯达黎加,2026-01-01,Android,New,270.0
Organic,巴基斯坦,2025-09-01,整体,New,8816.0
non-Organic,巴基斯坦,2025-09-01,iOS,New,54.0
Organic,法属圭亚那,2025-09-01,Android,New,2.0
non-Organic,黑山,2025-09-01,Android,New,13.0
non-Organic,伯利兹,2025-09-01,Android,New,1.0
整体,美属维尔京群岛,2025-07-01,iOS,New,21.0
整体,哈萨克斯坦,2025-07-01,iOS,New,2155.0
整体,塞舌尔,2026-07-01,iOS,New,42.0
Organic,刚果共和国,2026-07-01,Android,New,71.0
Organic,哈萨克斯坦,2026-07-01,iOS,New,7284.0
non-Organic,阿尔巴尼亚,2026-05-01,Android,New,8.0
Organic,刚果共和国,2026-02-01,整体,New,76.0
Organic,美属维尔京群岛,2026-02-01,iOS,New,23.0
Organic,哈萨克斯坦,2026-03-01,整体,New,2571.0
整体,特立尼达和多巴哥,2026-03-01,整体,New,239.0
整体,特克斯和凯科斯群岛,2026-03-01,iOS,New,28.0
Organic,阿尔巴尼亚,2025-10-01,Android,New,202.0
Organic,马提尼克岛,2026-06-01,iOS,New,9.0
整体,美属维尔京群岛,2026-06-01,整体,New,39.0
整体,伯利兹,2025-12-01,整体,New,96.0
non-Organic,哈萨克斯坦,2025-12-01,整体,New,389.0
Organic,肯尼亚,2026-01-01,iOS,New,207.0
整体,刚果民主共和国,2026-01-01,iOS,New,145.0
non-Organic,哥斯达黎加,2025-09-01,Android,New,68.0
整体,马提尼克岛,2025-06-01,iOS,New,14.0
non-Organic,吉尔吉斯斯坦,2025-06-01,整体,New,56.0
整体,巴基斯坦,2025-07-01,整体,New,14507.0
整体,伯利兹,2026-07-01,整体,New,89.0
整体,肯尼亚,2026-05-01,整体,New,1324.0
non-Organic,白俄罗斯,2026-05-01,Android,New,392.0
non-Organic,希腊,2026-03-01,Android,New,70.0
non-Organic,法属圭亚那,2026-03-01,iOS,New,1.0
整体,不丹,2025-10-01,Android,New,8.0
non-Organic,阿尔巴尼亚,2025-10-01,整体,New,11.0
整体,哥斯达黎加,2026-06-01,Android,New,185.0
Organic,特克斯和凯科斯群岛,2025-08-01,Android,New,2.0
Organic,阿尔巴尼亚,2025-08-01,整体,New,1143.0
Organic,伯利兹,2025-08-01,Android,New,18.0
Organic,巴基斯坦,2025-08-01,iOS,New,971.0
Organic,不丹,2025-12-01,整体,New,15.0
Organic,刚果民主共和国,2025-11-01,整体,New,360.0
non-Organic,塞舌尔,2025-11-01,整体,New,3.0
整体,帕劳,2025-11-01,iOS,New,1.0
整体,特克斯和凯科斯群岛,2025-11-01,Android,New,1.0
non-Organic,白俄罗斯,2026-01-01,整体,New,604.0
整体,刚果共和国,2026-01-01,iOS,New,48.0
non-Organic,奥地利,2025-07-01,iOS,New,110.0
Organic,帕劳,2025-07-01,iOS,New,1.0
Organic,特立尼达和多巴哥,2025-06-01,整体,New,164.0
Organic,伯利兹,2026-05-01,Android,New,18.0
整体,格陵兰,2026-05-01,整体,New,2.0
整体,刚果民主共和国,2026-02-01,iOS,New,160.0
non-Organic,哈萨克斯坦,2026-03-01,整体,New,433.0
整体,刚果共和国,2026-06-01,Android,New,49.0
non-Organic,摩洛哥,2026-06-01,Android,New,26.0
Organic,巴基斯坦,2025-08-01,Android,New,9123.0
整体,肯尼亚,2025-08-01,整体,New,1102.0
Organic,刚果民主共和国,2025-12-01,整体,New,322.0
整体,美属维尔京群岛,2025-12-01,Android,New,7.0
整体,吉尔吉斯斯坦,2025-12-01,整体,New,610.0
整体,摩洛哥,2025-11-01,整体,New,1840.0
Organic,美属维尔京群岛,2025-09-01,iOS,New,6.0
non-Organic,奥地利,2026-01-01,iOS,New,48.0
整体,阿尔巴尼亚,2025-07-01,Android,New,166.0
non-Organic,刚果民主共和国,2025-07-01,Android,New,22.0
non-Organic,希腊,2026-07-01,整体,New,291.0
整体,奥地利,2026-05-01,iOS,New,1582.0
Organic,刚果民主共和国,2026-02-01,整体,New,357.0
non-Organic,刚果民主共和国,2026-02-01,iOS,New,10.0
Organic,美属维尔京群岛,2026-02-01,Android,New,1.0
non-Organic,不丹,2026-02-01,Android,New,4.0
整体,伯利兹,2026-02-01,iOS,New,45.0
整体,黑山,2026-06-01,整体,New,693.0
Organic,伯利兹,2026-06-01,整体,New,82.0
non-Organic,美属维尔京群岛,2026-06-01,整体,New,1.0
non-Organic,肯尼亚,2025-08-01,Android,New,123.0
Organic,巴基斯坦,2025-12-01,Android,New,8741.0
non-Organic,肯尼亚,2025-12-01,整体,New,44.0
整体,马提尼克岛,2025-12-01,整体,New,19.0
Organic,特克斯和凯科斯群岛,2026-04-01,整体,New,25.0
non-Organic,奥地利,2026-04-01,iOS,New,73.0
整体,哥斯达黎加,2026-04-01,Android,New,237.0
整体,特克斯和凯科斯群岛,2026-01-01,整体,New,33.0
non-Organic,刚果共和国,2026-01-01,整体,New,1.0
整体,塞舌尔,2025-09-01,Android,New,8.0
整体,奥地利,2025-09-01,iOS,New,624.0
non-Organic,特克斯和凯科斯群岛,2025-09-01,整体,New,2.0
non-Organic,白俄罗斯,2025-09-01,Android,New,379.0
整体,刚果民主共和国,2025-06-01,整体,New,446.0
Organic,吉尔吉斯斯坦,2026-07-01,iOS,New,976.0
Organic,美属维尔京群岛,2026-07-01,Android,New,3.0
整体,刚果共和国,2026-07-01,整体,New,164.0
non-Organic,黑山,2026-05-01,iOS,New,13.0
non-Organic,黑山,2026-02-01,整体,New,19.0
Organic,巴基斯坦,2026-02-01,iOS,New,1527.0
Organic,伯利兹,2026-02-01,Android,New,13.0
整体,刚果民主共和国,2026-02-01,Android,New,218.0
整体,吉尔吉斯斯坦,2026-03-01,整体,New,460.0
Organic,马提尼克岛,2026-03-01,整体,New,13.0
non-Organic,阿尔巴尼亚,2025-10-01,Android,New,3.0
Organic,刚果民主共和国,2025-10-01,iOS,New,113.0
整体,帕劳,2025-10-01,Android,New,1.0
整体,塞舌尔,2026-06-01,Android,New,6.0
Organic,阿尔巴尼亚,2026-06-01,整体,New,2300.0
Organic,黑山,2025-08-01,iOS,New,413.0
non-Organic,刚果民主共和国,2025-08-01,iOS,New,3.0
整体,刚果共和国,2025-08-01,整体,New,168.0
整体,不丹,2025-08-01,Android,New,3.0
Organic,巴基斯坦,2025-12-01,iOS,New,2101.0
整体,肯尼亚,2025-12-01,iOS,New,222.0
整体,法属圭亚那,2025-11-01,iOS,New,13.0
整体,哥斯达黎加,2025-11-01,整体,New,652.0
non-Organic,刚果共和国,2025-11-01,iOS,New,3.0
Organic,吉尔吉斯斯坦,2026-04-01,Android,New,91.0
non-Organic,伯利兹,2026-01-01,iOS,New,2.0
non-Organic,特立尼达和多巴哥,2026-01-01,整体,New,18.0
Organic,巴基斯坦,2025-09-01,Android,New,7942.0
non-Organic,奥地利,2025-06-01,iOS,New,81.0
Organic,特克斯和凯科斯群岛,2025-07-01,iOS,New,20.0
Organic,不丹,2025-07-01,Android,New,7.0
Organic,哥斯达黎加,2026-05-01,整体,New,541.0
整体,刚果共和国,2026-02-01,iOS,New,42.0
整体,白俄罗斯,2026-02-01,iOS,New,1906.0
non-Organic,马提尼克岛,2026-02-01,Android,New,3.0
Organic,不丹,2026-03-01,Android,New,4.0
non-Organic,白俄罗斯,2026-03-01,Android,New,375.0
整体,摩洛哥,2026-06-01,Android,New,698.0
整体,伯利兹,2025-08-01,iOS,New,26.0
non-Organic,伯利兹,2025-08-01,整体,New,4.0
整体,阿尔巴尼亚,2026-04-01,iOS,New,1328.0
non-Organic,黑山,2026-04-01,整体,New,13.0
non-Organic,刚果民主共和国,2026-04-01,Android,New,8.0
Organic,塞舌尔,2026-04-01,iOS,New,19.0
整体,塞舌尔,2026-01-01,Android,New,5.0
Organic,马提尼克岛,2025-06-01,整体,New,19.0
non-Organic,格陵兰,2025-06-01,iOS,New,1.0
Organic,刚果共和国,2025-11-01,Android,New,42.0
non-Organic,希腊,2025-09-01,iOS,New,56.0
non-Organic,马提尼克岛,2025-07-01,整体,New,2.0
整体,马提尼克岛,2025-07-01,iOS,New,23.0
整体,摩洛哥,2025-07-01,整体,New,2797.0
non-Organic,巴基斯坦,2026-07-01,iOS,New,66.0
Organic,伯利兹,2026-07-01,整体,New,78.0
整体,美属维尔京群岛,2026-07-01,Android,New,3.0
Organic,马提尼克岛,2026-05-01,iOS,New,5.0
整体,法属圭亚那,2026-05-01,Android,New,12.0
non-Organic,白俄罗斯,2026-05-01,iOS,New,193.0
non-Organic,塞舌尔,2026-02-01,整体,New,1.0
Organic,帕劳,2026-02-01,整体,New,2.0
整体,美属维尔京群岛,2025-10-01,Android,New,1.0
Organic,黑山,2025-10-01,Android,New,102.0
整体,巴基斯坦,2026-06-01,整体,New,7018.0
non-Organic,马提尼克岛,2026-06-01,Android,New,1.0
整体,法属圭亚那,2025-08-01,整体,New,26.0
Organic,刚果民主共和国,2025-12-01,Android,New,223.0
non-Organic,马提尼克岛,2025-12-01,Android,New,1.0
整体,马提尼克岛,2026-04-01,iOS,New,8.0
Organic,肯尼亚,2025-06-01,iOS,New,123.0
Organic,黑山,2025-06-01,Android,New,111.0
整体,哈萨克斯坦,2025-06-01,Android,New,901.0
Organic,巴基斯坦,2026-01-01,Android,New,7745.0
整体,法属圭亚那,2026-01-01,Android,New,11.0
整体,肯尼亚,2025-11-01,Android,New,860.0
Organic,特立尼达和多巴哥,2025-09-01,整体,New,142.0
整体,白俄罗斯,2025-09-01,整体,New,1894.0
整体,马提尼克岛,2025-07-01,Android,New,5.0
整体,巴基斯坦,2026-07-01,Android,New,6567.0
Organic,肯尼亚,2026-05-01,iOS,New,258.0
整体,伯利兹,2026-05-01,Android,New,20.0
Organic,格陵兰,2026-02-01,整体,New,2.0
整体,摩洛哥,2026-02-01,iOS,New,758.0
Organic,肯尼亚,2026-02-01,Android,New,692.0
整体,特克斯和凯科斯群岛,2026-02-01,Android,New,1.0
整体,法属圭亚那,2026-03-01,iOS,New,7.0
non-Organic,特克斯和凯科斯群岛,2026-03-01,iOS,New,1.0
整体,伯利兹,2025-08-01,Android,New,20.0
Organic,希腊,2025-08-01,iOS,New,2763.0
non-Organic,奥地利,2025-12-01,整体,New,77.0
non-Organic,白俄罗斯,2025-12-01,Android,New,291.0
Organic,白俄罗斯,2025-12-01,整体,New,3041.0
non-Organic,马提尼克岛,2026-04-01,整体,New,1.0
整体,特立尼达和多巴哥,2025-11-01,整体,New,249.0
Organic,美属维尔京群岛,2025-11-01,整体,New,18.0
non-Organic,不丹,2025-11-01,整体,New,3.0
Organic,伯利兹,2026-01-01,整体,New,66.0
整体,美属维尔京群岛,2026-01-01,iOS,New,23.0
整体,伯利兹,2025-07-01,整体,New,50.0
Organic,刚果共和国,2025-06-01,整体,New,101.0
Organic,刚果民主共和国,2025-06-01,iOS,New,122.0
Organic,刚果民主共和国,2025-06-01,Android,New,308.0
整体,希腊,2026-07-01,整体,New,5302.0
Organic,摩洛哥,2026-05-01,Android,New,1094.0
non-Organic,吉尔吉斯斯坦,2026-05-01,Android,New,43.0
Organic,黑山,2026-02-01,iOS,New,367.0
Organic,白俄罗斯,2026-02-01,整体,New,2298.0
整体,吉尔吉斯斯坦,2026-02-01,整体,New,435.0
整体,不丹,2026-03-01,整体,New,13.0
non-Organic,法属圭亚那,2026-03-01,整体,New,12.0
整体,哈萨克斯坦,2025-10-01,Android,New,1157.0
整体,格陵兰,2025-10-01,整体,New,5.0
non-Organic,不丹,2026-06-01,整体,New,1.0
整体,希腊,2025-08-01,Android,New,982.0
non-Organic,特立尼达和多巴哥,2025-12-01,整体,New,12.0
Organic,白俄罗斯,2025-12-01,Android,New,879.0
non-Organic,黑山,2025-11-01,Android,New,6.0
non-Organic,吉尔吉斯斯坦,2026-04-01,iOS,New,22.0
Organic,巴基斯坦,2026-04-01,Android,New,5672.0
整体,白俄罗斯,2026-04-01,整体,New,2642.0
整体,哥斯达黎加,2025-09-01,iOS,New,165.0
non-Organic,特克斯和凯科斯群岛,2025-09-01,Android,New,1.0
Organic,帕劳,2026-01-01,iOS,New,2.0
Organic,吉尔吉斯斯坦,2026-01-01,iOS,New,362.0
整体,伯利兹,2025-06-01,整体,New,55.0
整体,奥地利,2025-06-01,整体,New,934.0
Organic,帕劳,2025-07-01,整体,New,2.0
Organic,奥地利,2025-07-01,iOS,New,654.0
Organic,刚果共和国,2026-07-01,iOS,New,88.0
整体,哈萨克斯坦,2026-07-01,Android,New,903.0
整体,黑山,2026-07-01,整体,New,943.0
Organic,黑山,2026-07-01,Android,New,148.0
整体,马提尼克岛,2026-02-01,iOS,New,7.0
整体,奥地利,2026-02-01,iOS,New,1166.0
Organic,吉尔吉斯斯坦,2026-03-01,整体,New,369.0
Organic,帕劳,2025-10-01,iOS,New,1.0
Organic,肯尼亚,2026-06-01,iOS,New,223.0
整体,图瓦卢,2026-06-01,iOS,New,2.0
整体,特克斯和凯科斯群岛,2025-12-01,整体,New,37.0
Organic,摩洛哥,2025-12-01,Android,New,759.0
Organic,黑山,2025-12-01,整体,New,517.0
Organic,特立尼达和多巴哥,2025-12-01,iOS,New,159.0
non-Organic,特立尼达和多巴哥,2025-11-01,整体,New,10.0
整体,摩洛哥,2026-04-01,Android,New,923.0
整体,帕劳,2026-04-01,整体,New,4.0
Organic,摩洛哥,2026-01-01,整体,New,1739.0
Organic,奥地利,2026-01-01,整体,New,1591.0
Organic,伯利兹,2025-09-01,整体,New,33.0
Organic,肯尼亚,2025-06-01,整体,New,845.0
整体,吉尔吉斯斯坦,2025-06-01,整体,New,588.0
non-Organic,肯尼亚,2025-06-01,Android,New,118.0
整体,刚果共和国,2025-07-01,整体,New,148.0
non-Organic,特立尼达和多巴哥,2025-07-01,iOS,New,1.0
Organic,吉尔吉斯斯坦,2026-07-01,整体,New,1136.0
整体,法属圭亚那,2026-07-01,iOS,New,14.0
Organic,美属维尔京群岛,2026-07-01,整体,New,26.0
Organic,圣皮埃尔和密克隆群岛,2026-05-01,iOS,New,1.0
整体,哥斯达黎加,2026-02-01,iOS,New,375.0
non-Organic,奥地利,2026-02-01,iOS,New,41.0
Organic,黑山,2026-03-01,iOS,New,374.0
non-Organic,特克斯和凯科斯群岛,2026-03-01,Android,New,1.0
Organic,希腊,2025-10-01,Android,New,706.0
整体,格陵兰,2025-10-01,iOS,New,5.0
整体,哈萨克斯坦,2025-08-01,Android,New,985.0
non-Organic,希腊,2026-04-01,整体,New,94.0
Organic,不丹,2026-04-01,iOS,New,5.0
Organic,白俄罗斯,2026-04-01,iOS,New,1539.0
non-Organic,奥地利,2026-01-01,Android,New,34.0
Organic,法属圭亚那,2026-01-01,iOS,New,7.0
non-Organic,摩洛哥,2026-01-01,iOS,New,28.0
整体,哈萨克斯坦,2025-09-01,iOS,New,1674.0
non-Organic,巴基斯坦,2025-06-01,Android,New,1251.0
Organic,塞舌尔,2026-07-01,iOS,New,41.0
non-Organic,哈萨克斯坦,2026-07-01,整体,New,269.0
non-Organic,刚果民主共和国,2026-07-01,Android,New,12.0
Organic,吉尔吉斯斯坦,2026-05-01,iOS,New,1470.0
non-Organic,黑山,2026-05-01,Android,New,10.0
non-Organic,白俄罗斯,2026-05-01,整体,New,585.0
non-Organic,哥斯达黎加,2026-02-01,iOS,New,27.0
non-Organic,吉尔吉斯斯坦,2026-02-01,iOS,New,25.0
Organic,黑山,2026-03-01,Android,New,69.0
non-Organic,奥地利,2026-06-01,iOS,New,48.0
non-Organic,刚果民主共和国,2025-12-01,iOS,New,1.0
non-Organic,特克斯和凯科斯群岛,2025-11-01,iOS,New,1.0
Organic,美属维尔京群岛,2025-11-01,iOS,New,17.0
Organic,肯尼亚,2025-11-01,整体,New,1056.0
Organic,白俄罗斯,2025-11-01,整体,New,2982.0
整体,哥斯达黎加,2025-09-01,整体,New,447.0
Organic,奥地利,2025-09-01,整体,New,634.0
non-Organic,阿尔巴尼亚,2026-01-01,Android,New,11.0
Organic,不丹,2026-01-01,整体,New,11.0
non-Organic,希腊,2026-05-01,Android,New,66.0
整体,摩洛哥,2026-02-01,整体,New,1345.0
整体,美属维尔京群岛,2026-02-01,iOS,New,24.0
Organic,阿尔巴尼亚,2026-02-01,iOS,New,838.0
整体,美属维尔京群岛,2026-03-01,整体,New,31.0
non-Organic,摩洛哥,2025-10-01,整体,New,48.0
Organic,帕劳,2025-10-01,整体,New,2.0
Organic,哥斯达黎加,2025-08-01,iOS,New,240.0
non-Organic,塞舌尔,2025-12-01,iOS,New,2.0
Organic,帕劳,2025-11-01,iOS,New,1.0
Organic,伯利兹,2026-04-01,整体,New,75.0
整体,哥斯达黎加,2026-01-01,整体,New,873.0
Organic,奥地利,2025-07-01,Android,New,209.0
整体,吉尔吉斯斯坦,2025-07-01,Android,New,252.0
整体,黑山,2025-06-01,Android,New,122.0
整体,帕劳,2026-07-01,iOS,New,1.0
non-Organic,特立尼达和多巴哥,2026-07-01,Android,New,5.0
整体,白俄罗斯,2026-05-01,iOS,New,4352.0
Organic,特立尼达和多巴哥,2026-05-01,iOS,New,167.0
整体,肯尼亚,2026-02-01,Android,New,813.0
整体,希腊,2026-02-01,整体,New,2264.0
整体,格陵兰,2026-03-01,Android,New,1.0
整体,摩洛哥,2026-03-01,iOS,New,1128.0
整体,巴基斯坦,2026-03-01,Android,New,10188.0
Organic,哥斯达黎加,2026-06-01,整体,New,498.0
Organic,摩洛哥,2026-06-01,iOS,New,1292.0
non-Organic,伯利兹,2026-06-01,iOS,New,3.0
整体,刚果民主共和国,2026-06-01,整体,New,463.0
整体,特克斯和凯科斯群岛,2025-08-01,整体,New,16.0
Organic,哥斯达黎加,2025-08-01,Android,New,213.0
整体,希腊,2025-12-01,iOS,New,2594.0
整体,帕劳,2025-12-01,整体,New,1.0
non-Organic,白俄罗斯,2025-11-01,iOS,New,187.0
non-Organic,吉尔吉斯斯坦,2026-04-01,整体,New,77.0
non-Organic,特立尼达和多巴哥,2026-04-01,整体,New,16.0
整体,特克斯和凯科斯群岛,2026-04-01,Android,New,2.0
non-Organic,巴基斯坦,2026-04-01,Android,New,754.0
non-Organic,马提尼克岛,2026-01-01,Android,New,2.0
Organic,马提尼克岛,2025-09-01,iOS,New,14.0
整体,哥斯达黎加,2025-07-01,iOS,New,300.0
整体,伯利兹,2025-07-01,iOS,New,24.0
non-Organic,肯尼亚,2026-07-01,iOS,New,4.0
Organic,法属圭亚那,2026-05-01,iOS,New,9.0
Organic,刚果民主共和国,2026-05-01,整体,New,672.0
Organic,美属维尔京群岛,2026-05-01,Android,New,2.0
整体,马提尼克岛,2026-03-01,Android,New,3.0
non-Organic,刚果民主共和国,2026-03-01,Android,New,10.0
non-Organic,肯尼亚,2025-10-01,整体,New,33.0
Organic,格陵兰,2025-10-01,整体,New,5.0
non-Organic,白俄罗斯,2025-08-01,Android,New,450.0
整体,美属维尔京群岛,2025-08-01,iOS,New,12.0
Organic,马提尼克岛,2025-12-01,iOS,New,13.0
Organic,奥地利,2025-11-01,Android,New,262.0
Organic,摩洛哥,2026-04-01,iOS,New,1149.0
non-Organic,伯利兹,2026-04-01,整体,New,10.0
non-Organic,美属维尔京群岛,2026-01-01,iOS,New,5.0
non-Organic,肯尼亚,2026-01-01,整体,New,89.0
整体,马提尼克岛,2025-09-01,Android,New,7.0
整体,黑山,2025-06-01,整体,New,393.0
Organic,马提尼克岛,2025-06-01,iOS,New,13.0
Organic,奥地利,2025-06-01,Android,New,202.0
整体,阿尔巴尼亚,2025-06-01,整体,New,759.0
non-Organic,白俄罗斯,2025-07-01,整体,New,561.0
non-Organic,伯利兹,2026-05-01,Android,New,2.0
Organic,摩洛哥,2026-05-01,iOS,New,1397.0
Organic,吉尔吉斯斯坦,2026-02-01,整体,New,374.0
Organic,马提尼克岛,2026-02-01,整体,New,7.0
Organic,特立尼达和多巴哥,2026-02-01,整体,New,243.0
non-Organic,阿尔巴尼亚,2026-02-01,iOS,New,30.0
Organic,哥斯达黎加,2026-02-01,iOS,New,348.0
整体,黑山,2026-02-01,Android,New,61.0
Organic,肯尼亚,2026-02-01,整体,New,856.0
non-Organic,摩洛哥,2026-02-01,iOS,New,72.0
整体,哥斯达黎加,2026-03-01,iOS,New,461.0
non-Organic,哥斯达黎加,2025-10-01,整体,New,13.0
整体,马提尼克岛,2025-10-01,整体,New,19.0
non-Organic,肯尼亚,2026-06-01,Android,New,41.0
整体,哥斯达黎加,2025-08-01,iOS,New,248.0
整体,塞舌尔,2025-12-01,整体,New,34.0
整体,巴基斯坦,2025-12-01,整体,New,11184.0
整体,奥地利,2025-12-01,iOS,New,1648.0
Organic,格陵兰,2025-12-01,iOS,New,2.0
Organic,奥地利,2026-04-01,Android,New,229.0
Organic,特立尼达和多巴哥,2026-04-01,iOS,New,152.0
整体,马提尼克岛,2025-11-01,整体,New,14.0
Organic,法属圭亚那,2025-09-01,整体,New,13.0
整体,圣皮埃尔和密克隆群岛,2025-09-01,整体,New,1.0
整体,阿尔巴尼亚,2025-07-01,整体,New,976.0
Organic,白俄罗斯,2025-07-01,Android,New,715.0
non-Organic,奥地利,2025-06-01,整体,New,109.0
non-Organic,阿尔巴尼亚,2025-06-01,Android,New,15.0
Organic,巴基斯坦,2026-07-01,整体,New,8366.0
Organic,特克斯和凯科斯群岛,2026-07-01,整体,New,45.0
Organic,哈萨克斯坦,2026-02-01,Android,New,449.0
non-Organic,肯尼亚,2026-03-01,整体,New,104.0
non-Organic,伯利兹,2026-03-01,Android,New,9.0
整体,黑山,2026-03-01,整体,New,464.0
Organic,奥地利,2026-03-01,iOS,New,1137.0
整体,塞舌尔,2025-10-01,Android,New,10.0
整体,白俄罗斯,2026-06-01,iOS,New,4341.0
Organic,刚果共和国,2025-08-01,整体,New,165.0
整体,希腊,2025-08-01,整体,New,3821.0
Organic,白俄罗斯,2025-08-01,iOS,New,984.0
non-Organic,奥地利,2025-08-01,iOS,New,120.0
non-Organic,哥斯达黎加,2025-08-01,iOS,New,8.0
non-Organic,特克斯和凯科斯群岛,2025-12-01,整体,New,3.0
整体,刚果共和国,2025-12-01,iOS,New,39.0
整体,希腊,2025-12-01,整体,New,3481.0
整体,吉尔吉斯斯坦,2026-04-01,iOS,New,294.0
Organic,肯尼亚,2026-04-01,iOS,New,227.0
Organic,哥斯达黎加,2025-11-01,iOS,New,361.0
non-Organic,刚果民主共和国,2025-09-01,整体,New,15.0
整体,刚果民主共和国,2025-09-01,Android,New,402.0
Organic,伯利兹,2025-09-01,Android,New,14.0
Organic,马提尼克岛,2026-01-01,Android,New,2.0
