渠道自然,国家,日期,平台,新老,MAU
整体,美属萨摩亚,2026-05-01,iOS,整体,4.0
non-Organic,塞拉利昂,2025-08-01,整体,整体,179.0
整体,土库曼斯坦,2025-08-01,iOS,整体,280.0
non-Organic,瑙鲁,2025-08-01,整体,整体,1.0
Organic,阿联酋,2025-08-01,iOS,整体,13605.0
Organic,圣多美和普林西比,2026-03-01,整体,整体,47.0
non-Organic,法国,2026-03-01,iOS,整体,5937.0
整体,法属圣马丁,2026-03-01,Android,整体,8.0
Organic,芬兰,2026-03-01,Android,整体,2627.0
non-Organic,克罗地亚,2026-03-01,整体,整体,221.0
Organic,尼日利亚,2026-03-01,Android,整体,10200.0
整体,圣多美和普林西比,2026-04-01,Android,整体,26.0
Organic,法国,2026-01-01,整体,整体,49504.0
整体,埃及,2026-06-01,Android,整体,11500.0
Organic,法国,2025-10-01,整体,整体,58022.0
Organic,安提瓜和巴布达,2025-10-01,Android,整体,123.0
Organic,法属圣马丁,2025-06-01,iOS,整体,57.0
non-Organic,美属萨摩亚,2025-06-01,iOS,整体,1.0
整体,土库曼斯坦,2025-07-01,Android,整体,328.0
整体,乌拉圭,2025-07-01,整体,整体,4204.0
整体,津巴布韦,2025-07-01,整体,整体,1278.0
整体,尼日利亚,2025-07-01,整体,整体,44324.0
Organic,马拉维,2025-07-01,Android,整体,996.0
整体,亚美尼亚,2025-09-01,iOS,整体,4063.0
Organic,克罗地亚,2025-09-01,iOS,整体,12042.0
non-Organic,东帝汶,2025-09-01,Android,整体,21.0
Organic,阿尔及利亚,2025-09-01,Android,整体,3332.0
整体,柬埔寨,2025-12-01,Android,整体,618.0
整体,安道尔,2025-12-01,整体,整体,412.0
整体,法国,2025-11-01,iOS,整体,34184.0
整体,安提瓜和巴布达,2026-02-01,Android,整体,112.0
non-Organic,乌拉圭,2026-02-01,整体,整体,214.0
整体,塞浦路斯,2026-02-01,iOS,整体,3194.0
Organic,塞浦路斯,2026-02-01,整体,整体,3763.0
整体,埃及,2026-07-01,Android,整体,11499.0
整体,美属萨摩亚,2026-07-01,整体,整体,4.0
Organic,美属萨摩亚,2026-07-01,整体,整体,3.0
整体,圣多美和普林西比,2026-05-01,整体,整体,55.0
non-Organic,美属萨摩亚,2026-05-01,iOS,整体,1.0
non-Organic,圣卢西亚,2026-04-01,Android,整体,13.0
整体,卢森堡,2026-04-01,iOS,整体,1174.0
Organic,斯威士兰,2026-04-01,整体,整体,108.0
non-Organic,柬埔寨,2026-04-01,Android,整体,88.0
non-Organic,尼日利亚,2026-03-01,iOS,整体,798.0
整体,乌拉圭,2026-03-01,Android,整体,1052.0
non-Organic,叙利亚,2025-08-01,iOS,整体,305.0
Organic,圣卢西亚,2025-08-01,iOS,整体,316.0
整体,也门,2025-08-01,Android,整体,1281.0
non-Organic,洪都拉斯,2025-08-01,iOS,整体,100.0
整体,尼日利亚,2026-01-01,整体,整体,40140.0
Organic,安提瓜和巴布达,2026-01-01,Android,整体,118.0
non-Organic,津巴布韦,2026-06-01,Android,整体,38.0
non-Organic,塞浦路斯,2026-06-01,整体,整体,350.0
整体,斯威士兰,2025-10-01,Android,整体,102.0
non-Organic,尼日利亚,2025-10-01,整体,整体,2568.0
non-Organic,圣多美和普林西比,2025-06-01,整体,整体,9.0
Organic,克罗地亚,2025-06-01,Android,整体,4680.0
Organic,圣卢西亚,2025-06-01,整体,整体,467.0
整体,乌拉圭,2025-06-01,iOS,整体,2536.0
non-Organic,阿尔及利亚,2025-07-01,iOS,整体,64.0
non-Organic,圣多美和普林西比,2025-07-01,Android,整体,6.0
Organic,塞浦路斯,2025-09-01,整体,整体,7256.0
Organic,基里巴斯,2025-09-01,Android,整体,1.0
整体,克罗地亚,2025-09-01,iOS,整体,12466.0
整体,瑙鲁,2025-11-01,整体,整体,3.0
Organic,安提瓜和巴布达,2026-02-01,iOS,整体,396.0
non-Organic,亚美尼亚,2026-07-01,整体,整体,266.0
non-Organic,尼日利亚,2026-05-01,Android,整体,915.0
整体,阿联酋,2026-05-01,Android,整体,2847.0
non-Organic,也门,2026-05-01,iOS,整体,1.0
Organic,土库曼斯坦,2026-05-01,Android,整体,128.0
Organic,也门,2026-05-01,整体,整体,706.0
整体,洪都拉斯,2026-03-01,Android,整体,1739.0
non-Organic,克罗地亚,2026-03-01,Android,整体,88.0
整体,索马里,2026-04-01,Android,整体,942.0
整体,埃及,2026-04-01,iOS,整体,12448.0
Organic,塞浦路斯,2026-04-01,Android,整体,729.0
整体,洪都拉斯,2025-08-01,整体,整体,5081.0
Organic,克罗地亚,2025-08-01,整体,整体,23048.0
Organic,塞拉利昂,2025-08-01,整体,整体,783.0
Organic,土库曼斯坦,2025-08-01,iOS,整体,182.0
整体,马拉维,2025-08-01,整体,整体,1627.0
Organic,瑙鲁,2026-01-01,Android,整体,1.0
non-Organic,阿联酋,2026-01-01,iOS,整体,741.0
整体,圣卢西亚,2026-01-01,iOS,整体,412.0
整体,塞浦路斯,2026-01-01,Android,整体,782.0
non-Organic,安道尔,2026-06-01,Android,整体,3.0
Organic,洪都拉斯,2026-06-01,iOS,整体,2277.0
non-Organic,也门,2025-10-01,iOS,整体,4.0
整体,阿联酋,2025-10-01,Android,整体,4928.0
Organic,土库曼斯坦,2025-06-01,整体,整体,258.0
Organic,埃及,2025-06-01,iOS,整体,13399.0
non-Organic,乌拉圭,2025-07-01,iOS,整体,46.0
non-Organic,阿尔及利亚,2025-12-01,整体,整体,203.0
Organic,东帝汶,2025-12-01,Android,整体,30.0
整体,法国,2025-09-01,整体,整体,55533.0
non-Organic,马拉维,2025-09-01,Android,整体,360.0
Organic,尼日利亚,2025-09-01,iOS,整体,26530.0
non-Organic,索马里,2025-09-01,整体,整体,373.0
整体,马拉维,2025-09-01,iOS,整体,204.0
non-Organic,塞浦路斯,2025-09-01,iOS,整体,385.0
整体,叙利亚,2025-11-01,iOS,整体,903.0
整体,乌拉圭,2025-11-01,Android,整体,1267.0
Organic,法属圣马丁,2025-11-01,整体,整体,71.0
Organic,圣卢西亚,2025-11-01,整体,整体,457.0
Organic,也门,2025-11-01,Android,整体,746.0
non-Organic,圣卢西亚,2025-11-01,iOS,整体,22.0
Organic,柬埔寨,2026-02-01,整体,整体,1416.0
整体,法国,2026-02-01,整体,整体,51019.0
non-Organic,马拉维,2026-02-01,Android,整体,159.0
整体,美属萨摩亚,2026-07-01,Android,整体,1.0
整体,芬兰,2026-07-01,iOS,整体,24131.0
non-Organic,埃及,2026-07-01,整体,整体,2936.0
整体,阿尔及利亚,2026-07-01,整体,整体,4308.0
Organic,东帝汶,2026-05-01,整体,整体,73.0
Organic,塞浦路斯,2026-05-01,Android,整体,747.0
Organic,马拉维,2026-05-01,Android,整体,702.0
整体,土库曼斯坦,2026-05-01,Android,整体,135.0
non-Organic,美属萨摩亚,2025-08-01,Android,整体,3.0
Organic,马拉维,2025-08-01,Android,整体,999.0
non-Organic,埃及,2025-08-01,Android,整体,8859.0
Organic,圣卢西亚,2026-03-01,iOS,整体,402.0
non-Organic,塞浦路斯,2026-04-01,整体,整体,222.0
non-Organic,土库曼斯坦,2026-01-01,Android,整体,6.0
Organic,柬埔寨,2026-06-01,整体,整体,1499.0
non-Organic,阿联酋,2025-06-01,iOS,整体,1854.0
Organic,阿尔及利亚,2025-06-01,iOS,整体,1457.0
整体,瑙鲁,2025-07-01,iOS,整体,1.0
non-Organic,柬埔寨,2025-07-01,整体,整体,367.0
整体,安提瓜和巴布达,2025-07-01,整体,整体,480.0
整体,塞拉利昂,2025-09-01,iOS,整体,312.0
整体,阿联酋,2025-09-01,Android,整体,4075.0
Organic,阿尔及利亚,2025-12-01,iOS,整体,1272.0
整体,埃及,2025-12-01,Android,整体,17222.0
non-Organic,马拉维,2025-12-01,iOS,整体,6.0
non-Organic,瑙鲁,2025-11-01,Android,整体,1.0
整体,塞浦路斯,2025-11-01,整体,整体,4624.0
Organic,安提瓜和巴布达,2025-11-01,iOS,整体,351.0
Organic,尼日利亚,2026-02-01,iOS,整体,24062.0
Organic,尼日利亚,2026-07-01,Android,整体,13021.0
整体,也门,2026-07-01,整体,整体,722.0
整体,塞拉利昂,2026-07-01,Android,整体,362.0
non-Organic,埃及,2026-07-01,Android,整体,2042.0
整体,柬埔寨,2026-03-01,Android,整体,445.0
整体,阿尔及利亚,2026-03-01,iOS,整体,1259.0
Organic,索马里,2025-08-01,Android,整体,1525.0
non-Organic,洪都拉斯,2025-08-01,Android,整体,612.0
Organic,叙利亚,2026-01-01,iOS,整体,849.0
整体,也门,2026-04-01,iOS,整体,88.0
Organic,洪都拉斯,2026-04-01,iOS,整体,2280.0
non-Organic,马拉维,2026-04-01,Android,整体,139.0
non-Organic,乌拉圭,2026-06-01,iOS,整体,35.0
non-Organic,圣卢西亚,2025-10-01,Android,整体,13.0
整体,圣多美和普林西比,2025-06-01,Android,整体,45.0
non-Organic,索马里,2025-06-01,整体,整体,508.0
整体,津巴布韦,2025-06-01,Android,整体,722.0
Organic,马拉维,2025-06-01,iOS,整体,170.0
non-Organic,索马里,2025-06-01,Android,整体,429.0
整体,尼日利亚,2025-07-01,iOS,整体,28335.0
整体,埃及,2025-07-01,Android,整体,25336.0
non-Organic,也门,2025-07-01,整体,整体,555.0
Organic,安道尔,2025-09-01,Android,整体,37.0
Organic,安提瓜和巴布达,2025-09-01,iOS,整体,238.0
non-Organic,索马里,2025-09-01,iOS,整体,62.0
non-Organic,基里巴斯,2025-12-01,Android,整体,1.0
Organic,安道尔,2025-11-01,iOS,整体,180.0
整体,尼日利亚,2025-11-01,Android,整体,13352.0
Organic,斯威士兰,2025-11-01,整体,整体,117.0
整体,斯威士兰,2026-02-01,Android,整体,55.0
Organic,土库曼斯坦,2026-02-01,iOS,整体,51.0
整体,津巴布韦,2026-07-01,整体,整体,932.0
Organic,柬埔寨,2026-07-01,整体,整体,1215.0
Organic,美属萨摩亚,2026-07-01,iOS,整体,3.0
整体,安提瓜和巴布达,2026-07-01,iOS,整体,423.0
整体,安提瓜和巴布达,2026-05-01,Android,整体,115.0
整体,塞拉利昂,2026-05-01,Android,整体,376.0
Organic,索马里,2026-05-01,Android,整体,839.0
整体,乌拉圭,2026-05-01,iOS,整体,2316.0
整体,阿联酋,2026-04-01,iOS,整体,11760.0
Organic,阿尔及利亚,2026-04-01,iOS,整体,1346.0
Organic,柬埔寨,2026-03-01,Android,整体,337.0
Organic,芬兰,2026-03-01,iOS,整体,15567.0
non-Organic,斯威士兰,2026-03-01,整体,整体,5.0
整体,东帝汶,2026-03-01,Android,整体,27.0
整体,也门,2025-08-01,整体,整体,1366.0
整体,塞拉利昂,2025-08-01,Android,整体,638.0
non-Organic,基里巴斯,2026-01-01,整体,整体,3.0
non-Organic,卢森堡,2026-01-01,Android,整体,8.0
整体,阿联酋,2026-01-01,iOS,整体,18549.0
整体,美属萨摩亚,2026-06-01,iOS,整体,3.0
non-Organic,阿尔及利亚,2026-06-01,iOS,整体,41.0
整体,塞浦路斯,2025-10-01,iOS,整体,6147.0
non-Organic,法属圣马丁,2025-10-01,iOS,整体,2.0
Organic,法属圣马丁,2025-06-01,Android,整体,3.0
整体,洪都拉斯,2025-06-01,整体,整体,4942.0
non-Organic,塞浦路斯,2025-06-01,整体,整体,613.0
整体,安提瓜和巴布达,2025-06-01,iOS,整体,295.0
non-Organic,芬兰,2025-07-01,iOS,整体,869.0
整体,圣多美和普林西比,2025-07-01,iOS,整体,14.0
non-Organic,津巴布韦,2025-07-01,Android,整体,195.0
non-Organic,索马里,2025-07-01,Android,整体,394.0
整体,亚美尼亚,2025-07-01,iOS,整体,4943.0
整体,塞浦路斯,2025-07-01,Android,整体,1339.0
non-Organic,斯威士兰,2025-07-01,iOS,整体,1.0
整体,土库曼斯坦,2025-12-01,iOS,整体,72.0
non-Organic,克罗地亚,2025-11-01,iOS,整体,80.0
整体,阿尔及利亚,2025-11-01,整体,整体,4450.0
Organic,法国,2025-11-01,Android,整体,13557.0
Organic,塞浦路斯,2025-11-01,iOS,整体,3657.0
non-Organic,圣卢西亚,2025-11-01,整体,整体,34.0
non-Organic,亚美尼亚,2026-02-01,iOS,整体,71.0
Organic,也门,2026-02-01,整体,整体,555.0
整体,埃及,2026-02-01,iOS,整体,10716.0
non-Organic,乌拉圭,2026-07-01,iOS,整体,33.0
整体,斯威士兰,2026-05-01,iOS,整体,52.0
non-Organic,乌拉圭,2026-05-01,iOS,整体,46.0
non-Organic,土库曼斯坦,2026-05-01,整体,整体,12.0
整体,东帝汶,2026-05-01,整体,整体,87.0
整体,法属圣马丁,2026-04-01,Android,整体,9.0
non-Organic,安道尔,2026-04-01,整体,整体,31.0
Organic,洪都拉斯,2026-03-01,iOS,整体,2263.0
non-Organic,圣多美和普林西比,2026-03-01,整体,整体,2.0
non-Organic,安道尔,2025-08-01,iOS,整体,17.0
整体,美属萨摩亚,2025-08-01,iOS,整体,29.0
Organic,安提瓜和巴布达,2025-08-01,整体,整体,385.0
Organic,柬埔寨,2025-08-01,整体,整体,1474.0
Organic,叙利亚,2025-08-01,整体,整体,3489.0
non-Organic,阿尔及利亚,2025-10-01,整体,整体,319.0
整体,阿尔及利亚,2025-10-01,iOS,整体,1652.0
non-Organic,安提瓜和巴布达,2025-10-01,iOS,整体,11.0
non-Organic,津巴布韦,2025-06-01,Android,整体,200.0
整体,津巴布韦,2025-07-01,Android,整体,789.0
整体,尼日利亚,2025-07-01,Android,整体,15989.0
整体,法国,2025-07-01,Android,整体,17301.0
Organic,尼日利亚,2025-12-01,iOS,整体,26796.0
整体,瑙鲁,2025-12-01,Android,整体,1.0
整体,美属萨摩亚,2025-09-01,iOS,整体,25.0
non-Organic,也门,2025-09-01,iOS,整体,7.0
Organic,法属圣马丁,2025-11-01,iOS,整体,64.0
non-Organic,克罗地亚,2025-11-01,整体,整体,171.0
Organic,叙利亚,2026-02-01,Android,整体,2564.0
Organic,土库曼斯坦,2026-07-01,Android,整体,176.0
Organic,埃及,2026-07-01,iOS,整体,12783.0
non-Organic,塞拉利昂,2026-05-01,Android,整体,43.0
整体,法属圣马丁,2026-05-01,iOS,整体,100.0
整体,尼日利亚,2025-08-01,Android,整体,15673.0
整体,塞浦路斯,2025-08-01,iOS,整体,7541.0
Organic,尼日利亚,2026-03-01,整体,整体,36486.0
non-Organic,亚美尼亚,2026-03-01,整体,整体,256.0
non-Organic,埃及,2026-04-01,整体,整体,3461.0
non-Organic,亚美尼亚,2026-04-01,iOS,整体,69.0
Organic,尼日利亚,2026-04-01,iOS,整体,43010.0
Organic,法属圣马丁,2026-01-01,整体,整体,116.0
整体,柬埔寨,2026-01-01,iOS,整体,1240.0
整体,尼日利亚,2026-01-01,iOS,整体,27237.0
Organic,塞拉利昂,2025-10-01,iOS,整体,370.0
整体,马拉维,2025-10-01,整体,整体,1659.0
Organic,尼日利亚,2025-10-01,整体,整体,45994.0
Organic,塞浦路斯,2025-06-01,Android,整体,1069.0
Organic,安提瓜和巴布达,2025-06-01,Android,整体,66.0
Organic,洪都拉斯,2025-07-01,Android,整体,1812.0
Organic,斯威士兰,2025-07-01,整体,整体,146.0
non-Organic,克罗地亚,2025-12-01,Android,整体,96.0
non-Organic,芬兰,2025-12-01,iOS,整体,265.0
non-Organic,芬兰,2025-12-01,Android,整体,216.0
Organic,美属萨摩亚,2025-09-01,整体,整体,25.0
整体,芬兰,2025-09-01,Android,整体,1304.0
Organic,法属圣马丁,2025-09-01,iOS,整体,27.0
non-Organic,卢森堡,2025-11-01,Android,整体,8.0
Organic,克罗地亚,2025-11-01,Android,整体,3295.0
Organic,索马里,2026-02-01,Android,整体,781.0
non-Organic,叙利亚,2026-02-01,iOS,整体,66.0
整体,乌拉圭,2026-05-01,Android,整体,985.0
Organic,瑙鲁,2026-05-01,iOS,整体,3.0
Organic,圣多美和普林西比,2026-05-01,整体,整体,54.0
non-Organic,克罗地亚,2026-05-01,整体,整体,440.0
Organic,克罗地亚,2026-05-01,iOS,整体,10764.0
Organic,索马里,2025-08-01,iOS,整体,610.0
non-Organic,安道尔,2025-08-01,整体,整体,19.0
non-Organic,塞浦路斯,2025-08-01,整体,整体,741.0
non-Organic,瑙鲁,2026-03-01,Android,整体,1.0
整体,安提瓜和巴布达,2026-04-01,iOS,整体,437.0
Organic,安提瓜和巴布达,2026-04-01,iOS,整体,399.0
Organic,塞浦路斯,2026-04-01,iOS,整体,3664.0
non-Organic,柬埔寨,2026-01-01,整体,整体,207.0
整体,津巴布韦,2026-01-01,iOS,整体,526.0
Organic,洪都拉斯,2026-01-01,整体,整体,4277.0
Organic,亚美尼亚,2025-10-01,整体,整体,6597.0
Organic,叙利亚,2025-10-01,Android,整体,3194.0
non-Organic,克罗地亚,2025-10-01,整体,整体,306.0
non-Organic,塞拉利昂,2025-10-01,整体,整体,94.0
non-Organic,芬兰,2025-06-01,Android,整体,180.0
non-Organic,尼日利亚,2025-06-01,整体,整体,4832.0
整体,阿联酋,2025-06-01,Android,整体,4422.0
Organic,安提瓜和巴布达,2025-07-01,整体,整体,408.0
整体,圣卢西亚,2025-09-01,Android,整体,130.0
non-Organic,塞拉利昂,2025-12-01,iOS,整体,7.0
整体,阿联酋,2025-12-01,Android,整体,4100.0
non-Organic,土库曼斯坦,2025-11-01,整体,整体,16.0
Organic,阿联酋,2025-11-01,iOS,整体,18468.0
non-Organic,阿尔及利亚,2026-02-01,Android,整体,123.0
Organic,斯威士兰,2026-07-01,Android,整体,49.0
Organic,法国,2026-07-01,iOS,整体,54604.0
整体,津巴布韦,2026-05-01,Android,整体,544.0
整体,塞浦路斯,2026-05-01,Android,整体,778.0
non-Organic,塞拉利昂,2026-05-01,整体,整体,60.0
整体,塞浦路斯,2025-08-01,Android,整体,1363.0
Organic,阿尔及利亚,2025-08-01,iOS,整体,1807.0
整体,卢森堡,2025-08-01,整体,整体,1542.0
Organic,土库曼斯坦,2026-03-01,Android,整体,73.0
Organic,法国,2026-03-01,Android,整体,9437.0
整体,斯威士兰,2026-04-01,整体,整体,111.0
non-Organic,克罗地亚,2026-01-01,iOS,整体,91.0
整体,安提瓜和巴布达,2026-01-01,Android,整体,129.0
non-Organic,卢森堡,2026-06-01,Android,整体,16.0
non-Organic,塞拉利昂,2026-06-01,整体,整体,48.0
Organic,安提瓜和巴布达,2026-06-01,整体,整体,450.0
整体,索马里,2026-06-01,Android,整体,860.0
整体,克罗地亚,2025-10-01,iOS,整体,12125.0
Organic,东帝汶,2025-10-01,iOS,整体,27.0
Organic,柬埔寨,2025-07-01,整体,整体,1570.0
整体,东帝汶,2025-07-01,整体,整体,83.0
整体,芬兰,2025-07-01,iOS,整体,7263.0
整体,索马里,2025-07-01,Android,整体,1959.0
整体,亚美尼亚,2025-12-01,Android,整体,1210.0
non-Organic,圣卢西亚,2025-12-01,整体,整体,38.0
整体,塞浦路斯,2025-09-01,Android,整体,1260.0
non-Organic,马拉维,2025-09-01,iOS,整体,4.0
Organic,叙利亚,2025-09-01,整体,整体,3245.0
non-Organic,洪都拉斯,2025-11-01,Android,整体,325.0
non-Organic,叙利亚,2025-11-01,iOS,整体,67.0
Organic,塞浦路斯,2025-11-01,Android,整体,852.0
Organic,法国,2026-02-01,iOS,整体,33868.0
non-Organic,也门,2026-02-01,iOS,整体,1.0
non-Organic,尼日利亚,2026-02-01,Android,整体,1027.0
Organic,美属萨摩亚,2026-02-01,整体,整体,5.0
Organic,圣卢西亚,2026-02-01,整体,整体,387.0
整体,阿尔及利亚,2026-05-01,iOS,整体,1409.0
Organic,也门,2026-05-01,iOS,整体,75.0
整体,也门,2026-05-01,整体,整体,896.0
non-Organic,法国,2026-05-01,Android,整体,1215.0
Organic,安提瓜和巴布达,2026-03-01,iOS,整体,416.0
整体,叙利亚,2026-03-01,Android,整体,3150.0
整体,基里巴斯,2026-04-01,整体,整体,3.0
整体,圣卢西亚,2026-04-01,Android,整体,97.0
整体,安道尔,2026-04-01,Android,整体,35.0
Organic,法属圣马丁,2025-08-01,整体,整体,55.0
整体,津巴布韦,2026-01-01,Android,整体,683.0
non-Organic,安道尔,2026-01-01,Android,整体,9.0
non-Organic,塞浦路斯,2026-06-01,Android,整体,32.0
Organic,塞浦路斯,2026-06-01,整体,整体,5862.0
整体,法国,2025-10-01,整体,整体,61760.0
Organic,也门,2025-10-01,Android,整体,1271.0
Organic,柬埔寨,2025-10-01,整体,整体,1910.0
Organic,安道尔,2025-07-01,Android,整体,64.0
non-Organic,土库曼斯坦,2025-12-01,整体,整体,14.0
整体,芬兰,2025-09-01,iOS,整体,4149.0
Organic,塞拉利昂,2026-02-01,Android,整体,394.0
整体,也门,2026-02-01,整体,整体,793.0
non-Organic,法属圣马丁,2026-07-01,Android,整体,1.0
non-Organic,瑙鲁,2026-05-01,整体,整体,1.0
non-Organic,瑙鲁,2026-05-01,Android,整体,1.0
Organic,埃及,2026-05-01,整体,整体,22724.0
non-Organic,阿联酋,2025-08-01,整体,整体,2651.0
non-Organic,法国,2026-01-01,Android,整体,1354.0
Organic,塞拉利昂,2026-06-01,整体,整体,822.0
Organic,安道尔,2026-06-01,Android,整体,27.0
Organic,土库曼斯坦,2025-10-01,整体,整体,205.0
non-Organic,芬兰,2025-10-01,iOS,整体,235.0
non-Organic,埃及,2025-10-01,iOS,整体,593.0
整体,法属圣马丁,2025-06-01,iOS,整体,67.0
整体,芬兰,2025-06-01,iOS,整体,4506.0
Organic,阿联酋,2025-06-01,整体,整体,18525.0
整体,阿尔及利亚,2025-07-01,整体,整体,6222.0
Organic,瑙鲁,2025-07-01,iOS,整体,1.0
non-Organic,瑙鲁,2025-09-01,整体,整体,1.0
non-Organic,叙利亚,2025-09-01,Android,整体,2037.0
Organic,基里巴斯,2025-12-01,Android,整体,1.0
non-Organic,洪都拉斯,2025-12-01,整体,整体,418.0
整体,圣多美和普林西比,2025-12-01,iOS,整体,20.0
non-Organic,马拉维,2025-11-01,Android,整体,181.0
Organic,基里巴斯,2025-11-01,Android,整体,1.0
non-Organic,叙利亚,2025-11-01,Android,整体,621.0
Organic,亚美尼亚,2025-11-01,整体,整体,4928.0
整体,克罗地亚,2025-11-01,整体,整体,11947.0
Organic,塞拉利昂,2025-11-01,整体,整体,723.0
整体,东帝汶,2026-02-01,iOS,整体,25.0
Organic,乌拉圭,2026-02-01,整体,整体,3828.0
整体,法国,2026-07-01,iOS,整体,60739.0
